"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Inflammatory mediator regulation of TRP channels","39/98",5.97759394225077e-06,5.58704708408376e-05,0,0,2.64108127424954,31.7655850112905,"CAMK2D;CAMK2A;ITPR1;ADCY4;ITPR2;PIK3R3;PIK3CD;ADCY3;PIK3R1;HTR2A;ADCY1;ADCY8;PPP1CB;HRH1;PLCG2;BDKRB2;BDKRB1;ASIC2;PRKACB;ASIC1;MAP2K6;MAP2K3;PRKCH;TRPA1;PRKCE;PLA2G4C;PLA2G4A;IGF1;NGF;MAPK14;PPP1CA;MAPK10;MAPK11;PLCB4;PIK3CA;GNAQ;TRPV4;CALM1;PLCB1"
"Sphingolipid signaling pathway","45/119",6.01137977401417e-06,5.58704708408376e-05,0,0,2.43105662223309,29.225813262838,"ROCK1;SGMS1;ROCK2;PTEN;PIK3R3;PIK3CD;PIK3R1;SGMS2;PLD1;GNAI1;RELA;PPP2CB;NRAS;SPTLC3;AKT3;GNA12;ADORA1;BDKRB2;S1PR1;RAC3;RAC1;HRAS;MAP3K5;MAPK3;CERS4;MAP2K1;ABCC1;CERS5;CERS6;PRKCE;SPHK1;GAB2;PPP2R3A;MAPK14;MAPK10;MAPK11;PLCB4;PIK3CA;GNAQ;BCL2;DEGS1;RAF1;PLCB1;TP53;NSMAF"
"Melanoma","31/72",8.01585489341977e-06,7.03613929533513e-05,0,0,3.01832934161005,35.4173454755999,"RB1;CDKN1A;PTEN;PIK3CD;PIK3R3;PIK3R1;FGF1;EGFR;IGF1R;NRAS;AKT3;PDGFC;HRAS;MAPK3;PDGFRB;PDGFRA;MAP2K1;GADD45B;CDKN2A;HGF;IGF1;DDB2;GADD45G;CDK6;PIK3CA;CDK4;MDM2;RAF1;MET;TP53;FGF10"
"Non-small cell lung cancer","31/72",8.01585489341977e-06,7.03613929533513e-05,0,0,3.01832934161005,35.4173454755999,"RB1;CDKN1A;PIK3CD;PIK3R3;PIK3R1;FOXO3;EGFR;RASSF1;NRAS;RXRA;KIF5B;AKT3;PLCG2;HRAS;MAPK3;STAT5A;STAT5B;MAP2K1;GADD45B;CDKN2A;HGF;STAT3;DDB2;GADD45G;CDK6;PIK3CA;CDK4;RAF1;MET;SOS2;TP53"
"Hepatocellular carcinoma","58/168",8.57335731548687e-06,7.32211057214555e-05,0,0,2.11002178149719,24.6173100479235,"RB1;CDKN1A;SMARCB1;PTEN;PIK3CD;ELK1;ACTB;ACTG1;IGF1R;MYC;AKT3;DPF3;HRAS;MAP2K1;GSTO1;HGF;WNT5A;GAB1;AXIN2;DDB2;TGFBR2;PIK3CA;RAF1;TP53;MET;SOS2;SMARCD2;SHC3;PIK3R3;PIK3R1;EGFR;LRP6;NRAS;DVL2;PLCG2;HMOX1;WNT2;MAPK3;GSTM3;NQO1;GSTM2;TGFB2;TCF7L1;SMAD3;FZD5;GADD45B;FZD4;CDKN2A;FZD7;TXNRD1;FZD6;FZD8;MTOR;GADD45G;CDK6;GSTA4;CDK4;GSTM5"
"Fluid shear stress and atherosclerosis","50/139",9.74425201271114e-06,8.10311483162295e-05,0,0,2.24662539557745,25.9234352170861,"HSP90AB1;PIK3CD;ACTB;ACTG1;IKBKB;AKT3;RAC3;RAC1;MAP3K5;MEF2A;MEF2C;HSP90AA1;CHUK;DUSP1;GSTO1;MMP2;CYBA;PIK3CA;ARHGEF2;SQSTM1;TP53;PRKAA1;SDC4;SDC2;PIK3R3;PIK3R1;RELA;MAPK7;GPC1;HMOX1;MAP2K6;GSTM3;NQO1;GSTM2;JUN;VCAM1;CAV2;CAV1;MAPK14;ASS1;VEGFA;MAPK10;MAPK11;GSTA4;TRPV4;BCL2;SDC1;BMPR1B;CALM1;GSTM5"
"Fc gamma R-mediated phagocytosis","38/97",1.20494774467823e-05,9.76316634149538e-05,0,0,2.57271547965889,29.1398342606611,"PIK3R3;PIK3CD;ASAP1;PIK3R1;PLD1;INPP5D;AKT3;CFL1;PLCG2;PIP5K1A;RAC1;WASF1;WASF2;WASF3;MAPK3;VASP;ACTR3;ACTR2;MAP2K1;MARCKSL1;GSN;PRKCE;SPHK1;PLA2G4C;LIMK1;PLA2G4A;ARPC4;ARPC5;GAB2;MARCKS;FCGR2A;PIK3CA;BIN1;ARPC3;AMPH;RAF1;CRK;ARF6"
"Vascular smooth muscle contraction","48/133",1.31376448916021e-05,0.000102051997959648,0,0,2.25768701442841,25.3764670476798,"RAMP3;ROCK1;NPR1;ROCK2;ITPR1;ADCY4;ITPR2;ADCY3;ADM;MYL6B;CACNA1C;ADCY1;ADRA1B;ADCY8;ACTG2;PPP1CB;EDNRA;CALD1;GNA12;PRKACB;MYH10;PRKG1;MAPK3;GUCY1A2;PPP1R14A;MAP2K1;PRKCH;ARHGEF12;PPP1R12A;PRKCE;PLA2G4C;PLA2G2A;PLA2G4A;AGT;PPP1CA;ACTA2;MYL6;PLCB4;GNAQ;KCNMA1;MYH9;ARHGEF1;RAF1;CALM1;PLCB1;PPP1R12B;MYL9;PPP1R12C"
"Kaposi sarcoma-associated herpesvirus infection","64/193",1.3408729580911e-05,0.000102051997959648,0,0,1.98599990992949,22.2821337287269,"RB1;CDKN1A;PIK3CD;IKBKB;PREX1;ZFP36;MYC;CASP3;AKT3;RAC1;JAK2;HRAS;GABARAPL2;GABARAPL1;MAP2K1;CHUK;IFNGR1;HLA-B;HLA-A;TICAM1;HLA-E;CREB1;PIK3CA;TRAF3;MAPKAPK2;PIK3C3;RAF1;TP53;TLR3;ITPR1;PIK3R3;ITPR2;PIK3R1;PTGS2;HIF1A;RELA;NRAS;GNG2;UBB;GNG5;PLCG2;MICA;MICB;MAP2K6;MAPK3;CCR1;JUN;TCF7L1;STAT1;STAT3;MAPK14;GNG11;MTOR;NFATC4;VEGFA;NFKBIA;MAPK10;RCAN1;MAPK11;CDK6;CDK4;GNB2;GNB4;CALM1"
"Insulin resistance","41/108",1.36959346647469e-05,0.000102051997959648,0,0,2.44499501488039,27.3800603140003,"PYGB;PRKAA1;IRS1;PTEN;PIK3R3;PIK3CD;PRKAG2;IRS2;PIK3R1;ACACB;FOXO1;RELA;PPP1CB;IKBKB;CREB3L1;RPS6KA2;AKT3;CREB3L2;MLXIP;SREBF1;CPT1A;PRKCE;GFPT2;INSR;NR1H2;STAT3;PTPN11;AGT;MTOR;PPP1CA;NFKBIA;MAPK10;CREB1;PPP1R3C;PIK3CA;TBC1D4;PPP1R3B;TRIB3;PPARA;SLC27A4;CREB5"
"Ras signaling pathway","74/232",1.40784541824581e-05,0.000102051997959648,0,0,1.8761455391687,20.958168541106,"CSF1;RASGRF2;PIK3CD;FGF1;ELK1;IGF1R;IKBKB;RASSF1;AKT3;PLCE1;RAC3;RAC1;PRKACB;HRAS;PDGFRB;PDGFRA;MAP2K1;RALBP1;CHUK;KSR1;HGF;PLA2G4C;GAB1;RRAS2;PLA2G4A;GAB2;NGF;PIK3CA;RIN1;RAPGEF5;RAF1;MET;SOS2;ARF6;RALA;RAB5C;SHC3;RALB;PIK3R3;PIK3R1;RASAL2;PLD1;RASGRP2;EFNA4;EGFR;RELA;RAP1B;NRAS;GNG2;RRAS;GNG5;PDGFC;PLCG2;ABL2;SHOC2;PAK3;RALGDS;MAPK3;ANGPT1;INSR;PLA2G2A;VEGFC;PTPN11;IGF1;GNG11;VEGFA;MAPK10;GNB2;GNB4;CALM1;RGL1;FGFR4;FGFR2;FGF10"
"Yersinia infection","49/137",1.42097718677991e-05,0.000102051997959648,0,0,2.22629192020863,24.8489368631041,"ITGB1;PIK3CD;WASL;ACTB;ACTG1;IKBKB;RPS6KA2;AKT3;CASP1;RAC3;RAC1;MAP2K3;ACTR3;ACTR2;MAP2K1;ARHGEF12;CHUK;ITGA4;TICAM1;PIK3CA;ELMO1;ARHGEF1;ARHGEF7;CRK;ARF6;ROCK1;ROCK2;ARHGEF28;PXN;PIK3R3;PIK3R1;RELA;PIP5K1A;PTK2B;WASF2;MAP2K6;MAPK3;GIT2;JUN;LIMK1;ARPC4;ARPC5;MAPK14;NFKBIA;MAPK10;MAPK11;FCGR2A;ARPC3;GNAQ"
"TNF signaling pathway","42/112",1.53598895332698e-05,0.000107860557611405,0,0,2.39743782969103,26.5726039952952,"CEBPB;CSF1;PIK3R3;PIK3CD;TNFAIP3;PIK3R1;PTGS2;RELA;IKBKB;RPS6KA5;CREB3L1;CASP3;AKT3;CREB3L2;MAP3K8;DNM1L;MAP3K5;MAP2K6;MAPK3;MAP2K3;MAP2K1;JUN;JAG1;VCAM1;CHUK;LIF;VEGFC;CFLAR;TNFRSF1B;MAPK14;NFKBIA;MAPK10;MAPK11;ITCH;CREB1;PIK3CA;TRAF3;IRF1;BCL3;MAP3K14;ATF4;CREB5"
"ECM-receptor interaction","35/88",1.7863776466867e-05,0.000122716377468043,0,0,2.63687288279934,28.8282339238964,"ITGB1;TNXB;LAMA2;SDC4;LAMA3;TNC;LAMC2;LAMC1;HMMR;THBS2;THBS1;DAG1;ITGB8;ITGA4;LAMB3;ITGA3;ITGA2;ITGA1;LAMB1;COL1A1;COL1A2;COL4A2;COL4A1;COL4A4;ITGA10;COL4A3;ITGA11;ITGA8;COL4A5;COL6A3;ITGA7;SDC1;COL6A6;ITGA6;COL9A2"
"Regulation of lipolysis in adipocytes","25/55",1.91894480856921e-05,0.000129018416916568,0,0,3.32395364348841,36.1019591444728,"IRS1;NPR1;ADCY4;PIK3CD;ADCY3;PIK3R3;IRS2;ABHD5;ADCY1;PIK3R1;ADCY8;PTGS2;GNAI1;PTGS1;LIPE;AKT3;ADORA1;PRKG2;PRKACB;PRKG1;INSR;FABP4;PIK3CA;MGLL;PNPLA2"
"Endocytosis","78/252",2.76048187185983e-05,0.000181731723230772,0,0,1.79571697041213,18.850575186953,"ARF3;SH3GL3;ARF1;CLTB;CBLB;AP2A1;WASL;IGF1R;EEA1;CAPZB;KIF5B;PSD3;VPS35;VPS36;HRAS;GIT1;SH3GLB1;ACTR3;PDGFRA;ACTR2;HLA-B;ARAP3;VPS37D;VPS37A;HLA-A;DNM1;HLA-E;RNF41;EPN2;TGFBR2;DNM3;ACAP3;RAB31;BIN1;DNAJC6;RAB35;AMPH;ARF5;ARF6;RAB5C;TSG101;VPS4B;VPS4A;NEDD4L;PARD6G;ASAP1;PLD1;CBL;EGFR;CYTH3;RAB11FIP1;SNX2;GRK5;CLTCL1;PIP5K1A;RAB11FIP3;LDLR;RAB11FIP4;SNX5;GIT2;HSPA8;ARFGEF2;SMAD3;CAV2;CAV1;HSPA6;ARPC4;ARPC5;HSPA2;EHD1;EHD3;ITCH;EHD4;ARPC3;MDM2;FOLR3;FGFR4;FGFR2"
"Bacterial invasion of epithelial cells","31/77",3.99529810645293e-05,0.000257655959518189,0,0,2.68940598588481,27.2377854921892,"ITGB1;SHC3;PXN;CLTB;PIK3CD;PIK3R3;WASL;PIK3R1;CBL;ACTB;ACTG1;CLTCL1;RAC1;WASF1;WASF2;ACTR3;ACTR2;CAV2;CAV1;GAB1;ARPC4;ARPC5;DNM1;DNM3;ARHGAP10;PIK3CA;ARPC3;ELMO1;CRK;MET;VCL"
"Hepatitis B","54/162",5.19635737853491e-05,0.000328409786323406,0,0,1.99911816578483,19.7212359120053,"RB1;CDKN1A;DDX3X;PIK3CD;ELK1;IFIH1;IKBKB;CREB3L1;MYC;CASP3;AKT3;CREB3L2;JAK2;HRAS;MAP2K3;MAP2K1;CHUK;TICAM1;DDB2;TGFBR2;CCNA2;CREB1;PIK3CA;TRAF3;RAF1;TP53;SOS2;TLR3;ATF4;CREB5;PCNA;PIK3R3;PIK3R1;RELA;NRAS;PTK2B;MAP2K6;MAPK3;STAT5A;STAT5B;EGR2;JUN;TGFB2;EGR3;SMAD3;STAT1;STAT3;MAPK14;NFATC4;NFKBIA;MAPK10;MAPK11;MAVS;BCL2"
"PD-L1 expression and PD-1 checkpoint pathway in cancer","34/89",6.20845223456179e-05,0.00038468056982775,0,0,2.46745823742565,23.9023020898407,"CD274;PTEN;PIK3CD;PIK3R3;PIK3R1;HIF1A;EGFR;RELA;IKBKB;NRAS;AKT3;JAK2;HRAS;MAP2K6;MAPK3;MAP2K3;BATF2;MAP3K3;BATF3;MAP2K1;JUN;CHUK;IFNGR1;STAT1;STAT3;PTPN11;TICAM1;MAPK14;MTOR;NFKBIA;MAPK11;PIK3CA;RAF1;NFKBIB"
"Autophagy","47/137",6.99797041048466e-05,0.000425261278790991,0,0,2.08665604739548,19.9636754600953,"PRKAA1;IRS1;MTMR14;ITPR1;PTEN;PIK3R3;PIK3CD;IRS2;PIK3R1;HIF1A;TANK;IGF1R;CAMKK2;PPP2CB;NRAS;DEPTOR;RRAS;TP53INP2;AKT3;PRKACB;HRAS;MAPK3;SH3GLB1;GABARAPL2;GABARAPL1;MAP2K1;DAPK1;DAPK2;ATG9A;DAPK3;RRAS2;WIPI1;WIPI2;CFLAR;MTOR;MAPK10;VMP1;ATG16L2;PIK3CA;ATG16L1;RHEB;DDIT4;BCL2;ULK2;PIK3C3;RAF1;SQSTM1"
"Apoptosis","48/142",8.94751407341319e-05,0.00053347442399973,0,0,2.04036932958651,19.0194041700952,"ITPR1;ITPR2;PIK3R3;PIK3CD;PIK3R1;ACTB;CTSS;RELA;ACTG1;BBC3;LMNB1;IKBKB;TUBA1C;TUBA1B;NRAS;BCL2L11;TUBA1A;CASP3;AKT3;TNFSF10;CAPN1;HRAS;SPTAN1;CTSC;MAP3K5;MCL1;MAPK3;MAP2K1;JUN;GADD45B;CHUK;PARP2;TNFRSF10B;CFLAR;NGF;PTPN13;TUBA4A;GADD45G;NFKBIA;MAPK10;PIK3CA;DDIT3;BCL2;BIRC6;RAF1;TP53;MAP3K14;ATF4"
"Aldosterone synthesis and secretion","36/98",9.93392839218002e-05,0.000570749340350707,0,0,2.3177747032695,21.3628586474732,"SCARB1;CAMK2D;DAGLA;NPR1;CAMK2A;ITPR1;ADCY4;ITPR2;ADCY3;ATP1A2;CACNA1C;ADCY1;ATP1A1;ADCY8;CACNA1G;LIPE;CREB3L1;CREB3L2;PRKACB;LDLR;CAMK1D;PRKCE;ATP2B1;ATP1B1;AGT;NR4A1;CREB1;PLCB4;GNAQ;CAMK4;PRKD1;CALM1;DAGLB;PLCB1;ATF4;CREB5"
"Choline metabolism in cancer","36/98",9.93392839218002e-05,0.000570749340350707,0,0,2.3177747032695,21.3628586474732,"SLC44A3;SLC44A1;DGKB;SLC44A2;PIK3R3;PIK3CD;PIK3R1;PLD1;HIF1A;EGFR;NRAS;AKT3;PDGFC;PIP5K1A;RAC3;RAC1;WASF1;RALGDS;HRAS;WASF2;WASF3;MAPK3;PDGFRB;PDGFRA;MAP2K1;JUN;PLA2G4C;PLA2G4A;GPCPD1;MTOR;MAPK10;PIK3CA;RHEB;RAF1;SOS2;DGKH"
"Central carbon metabolism in cancer","28/70",0.00010609447301514,0.000588172867943585,0,0,2.65915727993325,24.3344285282272,"PTEN;PIK3CD;PIK3R3;PDHB;PIK3R1;SLC1A5;HIF1A;EGFR;GLS;LDHA;NRAS;MYC;AKT3;HRAS;MAPK3;PDGFRB;PDGFRA;G6PD;MAP2K1;IDH2;MTOR;SLC7A5;PKM;PIK3CA;RAF1;MET;TP53;FGFR2"
"Prolactin signaling pathway","28/70",0.00010609447301514,0.000588172867943585,0,0,2.65915727993325,24.3344285282272,"GALT;SHC3;PIK3CD;PIK3R3;PIK3R1;FOXO3;RELA;NRAS;CCND2;SOCS1;AKT3;JAK2;HRAS;MAPK3;SOCS5;STAT5A;STAT5B;MAP2K1;STAT1;STAT3;MAPK14;ESR1;MAPK10;MAPK11;PIK3CA;IRF1;RAF1;SOS2"
"Breast cancer","49/147",0.000112706348985535,0.000614055280679813,0,0,1.99786109713135,18.1620054291002,"RB1;CDKN1A;PTEN;PIK3CD;BRCA1;FGF1;IGF1R;MYC;AKT3;HRAS;MAP2K1;NCOA3;WNT5A;AXIN2;DDB2;PIK3CA;RAF1;TP53;SOS2;NOTCH3;NOTCH1;SHC3;PIK3R3;PIK3R1;DLL1;EGFR;LRP6;DLL4;NRAS;DVL2;WNT2;MAPK3;JAG2;JUN;TCF7L1;JAG1;FZD5;GADD45B;FZD4;FZD7;FZD6;FZD8;IGF1;ESR1;MTOR;GADD45G;CDK6;CDK4;FGF10"
"Gap junction","33/88",0.000120460056673591,0.00064517589676025,0,0,2.39428571428571,21.606494802323,"ADCY4;ITPR1;LPAR1;ADCY3;ITPR2;HTR2A;ADCY1;ADCY8;EGFR;GNAI1;TUBA1C;TUBA1B;NRAS;TUBA1A;MAPK7;PDGFC;PRKG2;HRAS;PRKACB;PRKG1;MAPK3;PDGFRB;GUCY1A2;PDGFRA;MAP2K1;TUBB;TUBA4A;TJP1;PLCB4;GNAQ;PLCB1;RAF1;SOS2"
"Thyroid hormone signaling pathway","42/121",0.00012306433441161,0.000648138827901148,0,0,2.12311008938025,19.1139425090312,"NOTCH3;HDAC2;NOTCH1;THRB;PIK3R3;ATP2A2;PIK3CD;ATP1A2;PIK3R1;ATP1A1;HIF1A;ACTB;FOXO1;ACTG1;MED14;NRAS;RXRA;MYC;AKT3;PLCG2;PLCE1;SLC16A2;PRKACB;HRAS;MAPK3;MAP2K1;STAT1;NCOA3;DIO2;ATP1B1;ESR1;MTOR;RCAN1;PLCB4;PIK3CA;TBC1D4;RHEB;RCAN2;MDM2;RAF1;PLCB1;TP53"
"Protein digestion and absorption","37/103",0.00013699154554194,0.00070966112116808,0,0,2.237782998069,19.9064030705351,"COL18A1;COL15A1;COL16A1;KCNE3;COL14A1;ELN;COL11A1;COL12A1;SLC1A1;ATP1A2;SLC1A5;ATP1A1;SLC8A1;DPP4;SLC38A2;SLC36A4;SLC36A1;COL27A1;COL24A1;ATP1B1;PGA3;COL1A1;COL3A1;COL1A2;COL4A2;COL5A1;COL4A1;COL4A4;COL5A3;COL7A1;COL4A3;COL5A2;COL4A5;COL8A1;COL6A3;COL6A6;COL9A2"
"ErbB signaling pathway","32/85",0.000139251710380682,0.000709734523875733,0,0,2.40904298823296,21.3904405002877,"CDKN1A;CAMK2D;SHC3;CAMK2A;PIK3CD;PIK3R3;CBLB;PIK3R1;CBL;ELK1;EGFR;NRAS;MYC;AKT3;PLCG2;ABL2;PAK3;HRAS;MAPK3;STAT5A;STAT5B;MAP2K1;JUN;GAB1;NRG1;MTOR;BTC;MAPK10;PIK3CA;RAF1;CRK;SOS2"
"Dilated cardiomyopathy","35/96",0.000146621131374371,0.000732218009634852,0,0,2.28990249436835,20.2144775296131,"ITGB1;LAMA2;ADCY4;ATP2A2;ADCY3;ADCY1;CACNA1C;ADCY8;ACTB;SLC8A1;ACTG1;SGCD;SGCB;DAG1;ITGB8;DMD;PRKACB;TGFB2;ITGA4;TPM4;ITGA3;TPM3;ITGA2;TPM2;ITGA1;TPM1;CACNA2D3;IGF1;AGT;CACNB2;ITGA10;ITGA11;ITGA8;ITGA7;ITGA6"
"Insulin signaling pathway","46/137",0.000148297318407059,0.000732218009634852,0,0,2.01918172348145,17.8016944460018,"PYGB;PRKAA1;SHC3;IRS1;PIK3R3;PIK3CD;PRKAG2;CBLB;IRS2;PIK3R1;CBL;ELK1;ACACB;FOXO1;PPP1CB;IKBKB;LIPE;NRAS;INPP5A;SOCS1;PRKAR2B;AKT3;FLOT1;FLOT2;PRKACB;HRAS;MAPK3;SREBF1;MAP2K1;EXOC7;INSR;PHKA1;SORBS1;MTOR;PPP1CA;MAPK10;PPP1R3C;PIK3CA;PPP1R3B;PRKAR1A;RHEB;RAF1;CALM1;EIF4E2;CRK;SOS2"
"Endometrial cancer","24/58",0.000174469092043088,0.000848188201317166,0,0,2.81417413176824,24.3531958503369,"CDKN1A;MAP2K1;TCF7L1;GADD45B;PTEN;PIK3CD;PIK3R3;AXIN2;PIK3R1;FOXO3;MLH1;ELK1;EGFR;DDB2;GADD45G;NRAS;PIK3CA;MYC;AKT3;RAF1;HRAS;SOS2;TP53;MAPK3"
"Tight junction","54/169",0.000181702023505271,0.000869967264055538,0,0,1.87660455486542,16.1634623460681,"ITGB1;PRKAG2;MYL6B;YBX3;ACTB;ACTG1;AMOT;TUBA1C;TUBA1B;TUBA1A;RAC1;BVES;PRKACB;MAP3K5;MAGI1;ACTR3;ACTR2;ACTN1;PRKCE;ACTN4;TUBA4A;RUNX1;CLDN11;MYL6;MYH9;ARHGEF2;MYL9;LLGL1;PRKAA1;PCNA;ROCK1;ROCK2;NEDD4L;PARD6G;MYL12A;MYL12B;PPP2CB;WHAMM;MPDZ;MYH10;JAM2;VASP;JUN;MPP4;ARPC4;ARPC5;MAPK10;TJP1;DLG3;ARPC3;CDK4;AMOTL2;NF2;TJP2"
"mTOR signaling pathway","50/154",0.000200702049502354,0.000946594740936476,0,0,1.92077774981123,16.3529045737345,"IRS1;CAB39L;PTEN;PIK3CD;IGF1R;IKBKB;DEPTOR;RPS6KA2;AKT3;SESN2;GRB10;ATP6V1E1;SKP2;HRAS;MAP2K1;CHUK;STRADB;WNT5A;SLC7A5;CLIP1;PIK3CA;DDIT4;ULK2;RAF1;EIF4E2;SGK1;SOS2;ATP6V1A;PRKAA1;SEH1L;CAB39;PIK3R3;PIK3R1;LRP6;NRAS;DVL2;WNT2;MAPK3;FZD5;FZD4;FZD7;INSR;FZD6;FZD8;IGF1;MTOR;RHEB;LPIN1;LPIN3;LAMTOR5"
"Adipocytokine signaling pathway","27/69",0.000215650356053761,0.000980702622810777,0,0,2.56354568854569,21.6410737691189,"PRKAA1;IRS1;PRKAG2;IRS2;ADIPOR1;ACACB;ADIPOR2;RELA;CAMKK2;IKBKB;RXRA;AKT3;JAK2;CPT1A;CHUK;ACSL1;STAT3;ACSL4;PTPN11;ACSL3;TNFRSF1B;MTOR;MAPK10;NFKBIA;LEP;PPARA;NFKBIB"
"Renal cell carcinoma","27/69",0.000215650356053761,0.000980702622810777,0,0,2.56354568854569,21.6410737691189,"CDKN1A;FH;EPAS1;PIK3CD;PIK3R3;PIK3R1;HIF1A;RAP1B;NRAS;AKT3;RAC1;PAK3;HRAS;MAPK3;ARNT2;MAP2K1;JUN;TGFB2;HGF;GAB1;PTPN11;VEGFA;PIK3CA;RAF1;CRK;MET;SOS2"
"AMPK signaling pathway","41/120",0.000217244251888463,0.000980702622810777,0,0,2.07203936702503,17.4765917002629,"PRKAA1;PFKFB3;CAB39;IRS1;CAB39L;PIK3R3;PIK3CD;PRKAG2;IRS2;PIK3R1;ADIPOR1;FOXO3;ACACB;ADIPOR2;FOXO1;IGF1R;CAMKK2;LIPE;PPP2CB;EEF2K;CREB3L1;AKT3;CREB3L2;MLYCD;RAB2A;SREBF1;CPT1A;INSR;STRADB;IGF1;PPP2R3A;MTOR;CCNA2;TBC1D1;CREB1;PIK3CA;RHEB;SCD;LEP;PPARG;CREB5"
"Cholinergic synapse","39/113",0.000241407682265066,0.00107443419148959,0,0,2.10374267339629,17.5221220090109,"CHRM2;CAMK2D;CAMK2A;ITPR1;ADCY4;ITPR2;PIK3R3;PIK3CD;ADCY3;CACNA1C;PIK3R1;ADCY1;ADCY8;GNAI1;NRAS;GNG2;GNG5;CREB3L1;AKT3;CREB3L2;JAK2;PRKACB;HRAS;MAPK3;MAP2K1;KCNJ12;GNG11;CREB1;PLCB4;PIK3CA;GNAQ;GNB2;CAMK4;KCNQ3;BCL2;GNB4;PLCB1;ATF4;CREB5"
"Inositol phosphate metabolism","28/73",0.000247005834813307,0.00108408116390285,0,0,2.48141287720762,20.6108600226403,"ISYNA1;INPP1;MTMR14;PTEN;PIK3CD;PIK3C2A;MTMR7;INPP5A;IMPA1;IMPA2;INPP5D;PLCG2;PLCE1;INPP5K;PIP5K1A;CDIPT;SACM1L;IPMK;ITPK1;SYNJ2;ITPKB;ALDH6A1;PLCB4;PIK3CA;SYNJ1;PIK3C3;PI4KB;PLCB1"
"Epithelial cell signaling in Helicobacter pylori infection","27/70",0.000284441485074843,0.0012312809490911,0,0,2.50377121307354,20.4432493954289,"ATP6V1A;TCIRG1;EGFR;RELA;IKBKB;CASP3;ATP6V0A2;PLCG2;RAC1;ATP6V1E1;GIT1;JAM2;ATP6V0A1;ATP6V0B;JUN;ATP6V0E1;CHUK;PTPN11;MAPK14;MAPK10;NFKBIA;TJP1;MAPK11;ADAM17;ATP6V0D1;MET;MAP3K14"
"Acute myeloid leukemia","26/67",0.000327183027787696,0.00139715995649881,0,0,2.52833527584713,20.2898673928292,"PIK3CD;PIK3R3;PIK3R1;RELA;IKBKB;NRAS;MYC;AKT3;PIM1;HRAS;MAPK3;RUNX1T1;STAT5A;STAT5B;MAP2K1;TCF7L1;CHUK;ZBTB16;STAT3;MTOR;RUNX1;CCNA2;PER2;PIK3CA;RAF1;SOS2"
"Phosphatidylinositol signaling system","34/97",0.00042433542335287,0.00178786658372676,0,0,2.15304786575782,16.7183872296588,"DGKB;INPP1;MTMR14;ITPR1;PTEN;ITPR2;PIK3R3;PIK3CD;PIK3R1;PIK3C2A;MTMR7;INPP5A;PPIP5K1;IMPA1;IMPA2;INPP5D;PLCG2;PLCE1;PIP5K1A;CDIPT;SACM1L;IPMK;ITPK1;SYNJ2;ITPKB;PLCB4;SYNJ1;PIK3CA;PIK3C3;PI4KB;CALM1;PLCB1;DGKH;CDS2"
"Hypertrophic cardiomyopathy","32/90",0.000463654441541948,0.00192782636220073,0,0,2.2006756581619,16.8932028494828,"ITGB1;PRKAA1;LAMA2;ATP2A2;PRKAG2;CACNA1C;ACTB;SLC8A1;ACTG1;SGCD;SGCB;DAG1;ITGB8;DMD;TGFB2;ITGA4;TPM4;ITGA3;TPM3;ITGA2;TPM2;ITGA1;TPM1;CACNA2D3;IGF1;AGT;CACNB2;ITGA10;ITGA11;ITGA8;ITGA7;ITGA6"
"TGF-beta signaling pathway","33/94",0.000495611901687478,0.00203393975237978,0,0,2.15796869222236,16.4215318924658,"ROCK1;CUL1;ACVR1B;LTBP1;THBS1;THSD4;PPP2CB;ACVR1C;MYC;E2F4;NEO1;MAPK3;TGIF1;SMAD1;CDKN2B;TGFB2;TGIF2;SMAD3;FST;SMAD9;INHBB;INHBA;RGMB;GDF5;BMP6;TGFBR2;GDF7;INHBE;GREM1;GREM2;TFDP1;BMPR1B;NBL1"
"Apelin signaling pathway","44/137",0.0006067610346092,0.00245816008892958,0,0,1.8886681962021,13.9900745753686,"NOTCH3;HDAC5;PRKAA1;ITPR1;ADCY4;ITPR2;PRKAG2;ADCY3;ADCY1;ADCY8;SLC8A1;GNAI1;LIPE;NRAS;GNG2;RRAS;GNG5;AKT3;PRKACB;HRAS;MEF2D;MAPK3;MEF2A;GABARAPL2;GABARAPL1;MAP2K1;MEF2C;JAG1;SMAD3;PRKCE;SPHK1;RRAS2;GNG11;MTOR;ACTA2;PLCB4;GNAQ;GNB2;CAMK4;GNB4;PIK3C3;RAF1;CALM1;PLCB1"
"VEGF signaling pathway","23/59",0.000656689942057764,0.00262675976823106,0,0,2.54613194444444,18.6588151149266,"MAP2K1;SPHK1;PLA2G4C;PXN;HSPB1;PIK3CD;PLA2G4A;PIK3R3;PIK3R1;PTGS2;MAPK14;VEGFA;MAPK11;NRAS;PIK3CA;AKT3;MAPKAPK2;PLCG2;RAC3;RAC1;RAF1;HRAS;MAPK3"
