"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Ether lipid metabolism","8/49",0.796795344492986,0.950820799355501,0,0,0.774461622573885,0.175924700575122,"PLA2G4C;PLA2G2A;ENPP2;PLA2G4A;PLD1;PAFAH1B3;PLB1;PAFAH1B2"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4/26",0.797365543763316,0.950820799355501,0,0,0.721798728765636,0.163445587942777,"PGAP1;PIGA;PIGZ;MPPE1"
"Alcoholism","33/186",0.815909950977166,0.969276483115731,0,0,0.855393385424345,0.174030882848149,"HDAC5;HDAC2;SHC3;MAOB;MAOA;HDAC9;GNAI1;CAMKK2;HDAC7;PPP1CB;NRAS;GNG2;GNG5;CREB3L1;CREB3L2;PRKACB;HRAS;MAPK3;MAP2K1;GNG11;PPP1CA;CREB1;GNB2;PKIA;CAMK4;PPP1R1B;GNB4;RAF1;CALM1;SOS2;SLC29A3;ATF4;CREB5"
"Fructose and mannose metabolism","5/33",0.822279500855772,0.973184727604584,0,0,0.708819241982507,0.138698145881841,"PFKFB3;AKR1B10;GMDS;ENOSF1;AKR1B1"
"Basal transcription factors","7/45",0.828282923472981,0.9766321037965,0,0,0.731108460893269,0.137741190773482,"CDK7;TAF9;TBPL1;GTF2H1;GTF2F2;GTF2E2;TAF5L"
"Oocyte meiosis","22/129",0.836433812503264,0.981350012127198,0,0,0.815543777607,0.145662550066511,"MAP2K1;CAMK2D;CAMK2A;CUL1;ITPR1;ADCY4;ITPR2;ADCY3;IGF1;ADCY1;ADCY8;MAPK14;IGF1R;PPP1CA;PPP1CB;PPP2CB;MAPK11;CPEB1;RPS6KA2;CALM1;PRKACB;MAPK3"
"Morphine addiction","15/91",0.840852069438548,0.981350012127198,0,0,0.783022770248976,0.13572880123681,"PDE1A;ADCY4;ADCY3;ADCY1;ADCY8;GNG11;GNAI1;GNG2;GNG5;GRK5;GNB2;ADORA1;GNB4;GABRE;PRKACB"
"Cytokine-cytokine receptor interaction","53/295",0.841600801539464,0.981350012127198,0,0,0.868034015446427,0.14969201857865,"ACVRL1;CD40;EDA;MSTN;CSF1;EDA2R;CXCL16;TNFSF13B;TNFSF10;IL12A;IL6R;IFNGR1;TNFRSF19;IL16;LIFR;OSMR;NGF;TNFRSF1B;IL17RB;IL17RA;TGFBR2;CCL11;TNFRSF11B;ACVR1B;ACVR1C;CCL8;CCL7;TNFRSF14;CCR1;GDF10;IL32;GDF11;TGFB2;TSLP;TNFSF15;GDF15;IL34;IL31RA;LIF;TNFRSF10C;TNFRSF10B;INHBB;INHBA;GDF5;BMP6;GDF7;INHBE;CXCL12;LEP;ACKR4;TNFSF9;LTBR;BMPR1B"
"Terpenoid backbone biosynthesis","3/22",0.848691255697888,0.985979547060782,0,0,0.626787117046347,0.102830578612187,"NUS1;HMGCS1;PCYOX1"
"Linoleic acid metabolism","4/29",0.863074413623133,0.993694441697274,0,0,0.63506344861906,0.0935158648217314,"PLA2G2A;PLA2G4C;PLA2G4A;PLB1"
"Inflammatory bowel disease","10/65",0.868092363924536,0.993694441697274,0,0,0.721382778696509,0.102044759097993,"JUN;TGFB2;MAF;SMAD3;IFNGR1;STAT1;STAT3;RORA;IL12A;RELA"
"Prion disease","48/273",0.871119355905042,0.993694441697274,0,0,0.84539035639413,0.116643815112841,"NOTCH1;ITPR1;PIK3R3;ITPR2;PIK3CD;PIK3R1;CACNA1C;LAMC1;COX7A1;PSMA7;PSMD8;TUBA1C;TUBA1B;PSMD7;C6;TUBA1A;C7;CREB3L1;KIF5B;CASP3;CREB3L2;RAC1;NCAM2;PRKACB;MAPK3;HSPA8;PRNP;CAV2;TUBB;CAV1;HSPA6;CYBA;HSPA2;MAPK14;TUBA4A;PSMA5;MAPK10;MAPK11;PSMC5;CREB1;PIK3CA;DDIT3;UQCRC1;PPIF;VDAC2;SLC25A4;ATF4;CREB5"
"Intestinal immune network for IgA production","7/48",0.875335750772831,0.993694441697274,0,0,0.677485181226314,0.0902056282536512,"CD40;CXCL12;ITGA4;LTBR;MAP3K14;ICOSLG;TNFSF13B"
"Fanconi anemia pathway","8/54",0.876339914812646,0.993694441697274,0,0,0.690064432291949,0.0910893557064183,"MUS81;SLX4;RAD51;REV3L;BRCA1;MLH1;POLH;FANCG"
"Starch and sucrose metabolism","5/36",0.876719961514499,0.993694441697274,0,0,0.640103405642351,0.0842169019409902,"PYGB;UGP2;GBE1;AGL;ENPP1"
"Ascorbate and aldarate metabolism","4/30",0.880488745807711,0.993694441697274,0,0,0.61059965165464,0.0777159835021871,"ALDH3A2;UGDH;ALDH1B1;ALDH2"
"Citrate cycle (TCA cycle)","4/30",0.880488745807711,0.993694441697274,0,0,0.61059965165464,0.0777159835021871,"FH;IDH2;PDHB;DLAT"
"Fat digestion and absorption","6/43",0.889158188146881,0.999907428663397,0,0,0.643481420180449,0.0755962743799802,"SCARB1;NPC1L1;PLA2G2A;APOB;AGPAT2;SLC27A4"
"Amyotrophic lateral sclerosis","64/364",0.90173321626473,0.99999538295376,0,0,0.844765513176728,0.0873796486373071,"NUP188;ACTB;DNALI1;ACTG1;GLE1;PSMD8;TUBA1C;TUBA1B;PSMD7;TUBA1A;KIF5B;CASP3;NUP62;CASP1;RAC1;MAP3K5;MAP2K3;GABARAPL2;GABARAPL1;GPX1;GPX3;TUBB;GPX8;ANXA11;NRG1;WIPI1;WIPI2;TNFRSF1B;TUBA4A;NUP93;PSMA5;DDIT3;NUP50;CAT;UQCRC1;ULK2;ANG;PIK3C3;NUP98;TP53;SQSTM1;ATF4;PFN2;GRIA1;DCTN6;NUP205;SEH1L;DNAH7;DERL1;TANK;COX7A1;PSMA7;ATXN2;UBQLN1;MAP2K6;MAPK14;MTOR;MAPK11;PSMC5;PINK1;VAPB;HNRNPA2B1;BCL2;TARDBP"
"Allograft rejection","5/38",0.904534455466297,0.99999538295376,0,0,0.60123384165196,0.0603247262486058,"CD40;HLA-B;IL12A;HLA-A;HLA-E"
"Viral protein interaction with cytokine and cytokine receptor","15/100",0.924124050376014,0.99999538295376,0,0,0.699718210637548,0.0552140381822911,"CCR1;CCL11;CSF1;IL34;TNFRSF10C;TNFRSF10B;TNFRSF1B;CXCL12;CCL8;CCL7;TNFSF10;ACKR4;TNFRSF14;LTBR;IL6R"
"Huntington disease","52/306",0.928043229985755,0.99999538295376,0,0,0.810597302886875,0.0605329449938265,"HIP1;CLTB;AP2A1;DNALI1;BBC3;PSMD8;TUBA1C;TUBA1B;PSMD7;TUBA1A;CREB3L1;KIF5B;CASP3;CREB3L2;MAP3K5;TGM2;GPX1;GPX3;TUBB;GPX8;WIPI1;WIPI2;TUBA4A;PSMA5;PLCB4;CREB1;UQCRC1;PPIF;TBPL1;ULK2;VDAC2;PPARG;PIK3C3;PLCB1;TP53;SLC25A4;CREB5;GRIA1;DCTN6;HDAC2;DNAH7;ITPR1;COX7A1;PSMA7;CLTCL1;GRIA3;SOD2;MTOR;MAPK10;PSMC5;DLG4;GNAQ"
"Homologous recombination","5/41",0.935970212890721,0.99999538295376,0,0,0.551027321497705,0.0364623742998951,"MUS81;POLD4;RAD51;BRCA1;NBN"
"RNA degradation","11/79",0.940774452692122,0.99999538295376,0,0,0.641454313529998,0.0391619770749367,"ZCCHC7;BTG2;BTG1;EXOSC10;DIS3;EXOSC9;LSM1;NUDT16;TOB2;CNOT8;DCP1B"
"Neutrophil extracellular trap formation","30/189",0.943164384823985,0.99999538295376,0,0,0.747440095639066,0.043736225798242,"HDAC5;HDAC2;PIK3R3;PIK3CD;PIK3R1;CLCN3;HDAC9;ACTB;RELA;ACTG1;HDAC7;AKT3;PLCG2;CASP1;RAC1;MAPK3;MAP2K1;CYBA;MAPK14;MTOR;MAPK11;PLCB4;CLCN4;FCGR2A;PIK3CA;PPIF;VDAC2;RAF1;PLCB1;SLC25A4"
"Type I diabetes mellitus","5/43",0.951408389670875,0.99999538295376,0,0,0.52196038877682,0.0259998265727323,"HLA-B;CPE;IL12A;HLA-A;HLA-E"
"Parkinson disease","40/249",0.956953455627058,0.99999538295376,0,0,0.757669857660608,0.0333378710745512,"CAMK2D;MAOB;UBA7;MAOA;LRRK2;CAMK2A;ITPR1;ITPR2;COX7A1;GNAI1;PSMA7;UBE2J1;PSMD8;TUBA1C;TUBA1B;PSMD7;TUBA1A;UBB;KIF5B;CASP3;PRKACB;MAP3K5;GPR37;DUSP1;TUBB;SNCAIP;TUBA4A;PSMA5;MAPK10;PSMC5;PINK1;DDIT3;UQCRC1;PPIF;VDAC2;MAPT;CALM1;TP53;SLC25A4;ATF4"
"Primary immunodeficiency","4/38",0.962799528778202,0.99999538295376,0,0,0.466694963628646,0.0176924352404743,"CD40;RFX5;BLNK;ADA"
"Coronavirus disease","36/232",0.970192439282822,0.99999538295376,0,0,0.727000506748975,0.0219996432145231,"C1R;PIK3R3;PIK3CD;PIK3R1;EGFR;RELA;C2;C4B;IFIH1;IKBKB;C4A;C6;C7;PLCG2;CASP1;IL12A;IL6R;MAPK3;JUN;CHUK;STAT1;STAT3;MX1;MAPK14;NFKBIA;MAPK10;MAPK11;ADAM17;MAVS;FCGR2A;PIK3CA;TRAF3;OAS3;MASP1;TLR3;NFKBIB"
"mRNA surveillance pathway","13/98",0.970929450426531,0.99999538295376,0,0,0.606119994132316,0.0178814307904094,"UPF1;PPP2R3A;GSPT1;SMG5;SMG6;PPP1CA;GLE1;PPP1CB;PPP2CB;ACIN1;RNPS1;ETF1;TARDBP"
"Cytosolic DNA-sensing pathway","7/63",0.980359134473268,0.99999538295376,0,0,0.495549053784861,0.00982986499832728,"IKBKB;NFKBIA;MAVS;CHUK;CASP1;RELA;NFKBIB"
"Porphyrin and chlorophyll metabolism","4/43",0.983059456350672,0.99999538295376,0,0,0.406734676951149,0.00694933693902385,"ALAS1;HEPH;MMAB;HMOX1"
"Glycosaminoglycan degradation","1/19",0.986005292658521,0.99999538295376,0,0,0.220440355820764,0.0031067886286151,"HPSE"
"Steroid hormone biosynthesis","6/61",0.990168138917923,0.99999538295376,0,0,0.432398669291873,0.00427232066593898,"HSD11B1;HSD11B2;AKR1C3;HSD17B6;CYP19A1;CYP3A7"
"Asthma","2/31",0.991691988552938,0.99999538295376,0,0,0.273529487432359,0.0022819786456263,"CD40;CCL11"
"Nicotine addiction","3/40",0.992444889077991,0.99999538295376,0,0,0.321500605082695,0.00243819479057954,"GRIA1;GABRE;GRIA3"
"Taste transduction","9/86",0.994475998980988,0.99999538295376,0,0,0.462989924873333,0.00256464691254284,"PLCB4;PDE1A;ADCY4;CACNA1C;PLCB1;ADCY8;ASIC2;SCN2A;PRKACB"
"Graft-versus-host disease","3/42",0.994732583941963,0.99999538295376,0,0,0.304975124378109,0.00161067665343536,"HLA-B;HLA-A;HLA-E"
"RNA transport","24/186",0.996320947604031,0.99999538295376,0,0,0.585887212543877,0.00215948462190017,"CYFIP2;UPF1;NUP205;SEH1L;NUP188;EIF1AX;THOC2;RANGAP1;GLE1;NUP93;FXR2;XPOT;CLNS1A;NUP50;NUP62;EIF4EBP2;STRAP;ACIN1;RNPS1;NUP98;EIF4E2;TARDBP;KPNB1;EIF3A"
"Autoimmune thyroid disease","4/53",0.996805324654316,0.99999538295376,0,0,0.323524483194621,0.00103521015221366,"CD40;HLA-B;HLA-A;HLA-E"
"Maturity onset diabetes of the young","1/26",0.997098209588179,0.99999538295376,0,0,0.158647439085032,0.000461030849020583,"NKX6-1"
"Hematopoietic cell lineage","10/99",0.997582360045006,0.99999538295376,0,0,0.44484638408319,0.00107678055095065,"CSF1;ITGA4;ITGA3;ANPEP;ITGA2;ITGA1;CD9;CD37;ITGA6;IL6R"
"Phototransduction","1/28",0.998148492331836,0.99999538295376,0,0,0.146877359706798,0.000272196622675302,"CALM1"
"Spliceosome","15/150",0.999724954672856,0.99999538295376,0,0,0.439177201153249,0.0001208102518746,"HSPA8;HSPA6;THOC2;HSPA2;USP39;HNRNPM;RBMXL1;SNRNP70;TRA2A;DHX16;ACIN1;SMNDC1;RBMX;SNRPA;SNRPB"
"Staphylococcus aureus infection","7/95",0.999840147922688,0.99999538295376,0,0,0.314715569540022,5.03119588960651e-05,"C4B;C4A;FCGR2A;CFH;C1R;MASP1;C2"
"Herpes simplex virus 1 infection","70/498",0.99984207412702,0.99999538295376,0,0,0.643324246815976,0.000101605566572579,"ZNF250;ZNF43;PIK3CD;ZNF45;IFIH1;IKBKB;PPP1CB;ZNF528;ZNF84;CASP3;AKT3;ZNF85;ZNF766;IL12A;ZNF248;JAK2;ZNF841;ZNF561;CHUK;ZFP1;IFNGR1;ZFP69B;HLA-B;ZNF10;HLA-A;TICAM1;ZFP90;HLA-E;PIK3CA;TRAF3;OAS3;ZNF436;ZNF510;TP53;ZNF630;TLR3;ZNF233;ZNF596;ZNF793;ZNF154;ZNF275;PIK3R3;PIK3R1;ZNF3;RELA;ZFP14;TNFRSF14;ZNF667;ZNF226;ZNF589;ZNF300;ZNF286A;ZNF540;ZNF184;STAT1;PTPN11;ZNF79;POU2F2;MTOR;PPP1CA;NFKBIA;MAVS;RHEB;ZNF30;ZNF74;BCL2;ZNF658;ZNF853;ZNF135;ZNF211"
"Oxidative phosphorylation","12/133",0.999844790697349,0.99999538295376,0,0,0.392045840879729,6.08538842366368e-05,"ATP6V1A;ATP6V0B;ATP6V0E1;PPA1;UQCRC1;ATP6V0A2;COX11;TCIRG1;ATP6V1E1;ATP6V0D1;COX7A1;ATP6V0A1"
"Systemic lupus erythematosus","12/135",0.999882531648634,0.99999538295376,0,0,0.38562246505038,4.53010959938514e-05,"C4B;C4A;CD40;C6;SSB;FCGR2A;C7;C1R;ACTN1;ACTN4;SNRPB;C2"
"Ribosome biogenesis in eukaryotes","7/108",0.999978304151159,0.99999538295376,0,0,0.273983274821506,5.9443641997476e-06,"RBM28;WDR36;REXO1;NVL;SBDS;GNL2;GTPBP4"
"Aminoacyl-tRNA biosynthesis","2/66",0.999990266779442,0.99999538295376,0,0,0.123671039542402,1.20372336257567e-06,"AARS2;CARS2"
"Olfactory transduction","9/440",0.999993797756135,0.99999538295376,0,0,0.0808735550862006,5.01599066381685e-07,"CAMK2D;PDE1A;CAMK2A;ADCY3;PRKG2;CALM1;PRKACB;SLC8A1;PRKG1"
"Neuroactive ligand-receptor interaction","34/341",0.999994095522619,0.99999538295376,0,0,0.435056339787837,2.56878790138284e-06,"CHRM2;GRIA1;PTGFR;OXTR;THRB;GRIK5;LPAR1;GRIK4;ADM;GRIK1;HTR2A;NR3C1;ADRA1B;RXFP1;EDNRA;HRH1;EDNRB;CCKAR;TBXA2R;ADORA1;BDKRB2;S1PR1;BDKRB1;GABRE;GRIA3;P2RY14;CCK;AGT;ADRA2A;P2RX7;P2RX6;LEP;GNRH1;F2RL2"
"Ribosome","3/158",0.99999538295376,0.99999538295376,0,0,0.076177178623014,3.51714368059379e-07,"MRPL17;MRPL14;MRPL15"
